X,Y,primaryindex,nummer,brunnenart_txt,historisches_baujahr,wasserart_txt,bezeichnung
8.55139525880588,47.4257668668035,968,674.1,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Kolbenacker
8.56601957013165,47.4046238741049,969,678,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Luegisland
8.54911008978262,47.376222929592,970,910,privater Brunnen,,Verteilnetz,
8.58860710778759,47.39864244044,971,680,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Mattenhof
8.58832539805652,47.3937869574068,972,682,Brunnen in städtischer Liegenschaft,,Verteilnetz,Gfellergut
8.52100693631143,47.4148117730537,973,684,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Hürstholz
8.51194553101016,47.4190969863445,974,686.2,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B
8.5123155913448,47.4192324145721,975,686.3,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B
8.5112560360248,47.4194897913628,976,686.1,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B
8.53549375981174,47.4189754081691,977,691,Brunnen in städtischer Liegenschaft,1969,Verteilnetz,Schulhaus Staudenbühl
8.52626344924055,47.3506474746557,978,692,Brunnen in städtischer Liegenschaft,1969,Verteilnetz,Restaurant
8.52669905535949,47.4058497501093,979,694,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Krematorium
8.50485859104266,47.3405576795648,980,731,Brunnen mit eigener Versorgung,,Quellwasser,
8.5041219407431,47.3368662830982,981,732,Brunnen mit eigener Versorgung,,Quellwasser,
8.54598697650814,47.371229765594,982,739,privater Brunnen,,Verteilnetz,
8.54804526668562,47.3723498898373,983,744,privater Brunnen,,Verteilnetz,
8.56991412847215,47.4020273032564,984,750,privater Brunnen,,Quellwasser,
8.54115830174113,47.4206038096978,985,757,privater Brunnen,1956,Verteilnetz,bei der Kirche
8.53164382015322,47.3383757117505,986,775,privater Brunnen,,Verteilnetz,ref. Altersheim
8.53484452787377,47.3675185932862,987,779,privater Brunnen,,Verteilnetz,
8.53341834667712,47.3743680950093,988,781.1,privater Brunnen,,Verteilnetz,Nr. I zwischen Gessneralle und Schanzengraben nördlich
8.54632055973577,47.375007752542,989,786,privater Brunnen,,Verteilnetz,Im Hofe
8.54654321036369,47.3753874343708,990,787,privater Brunnen,1777,Verteilnetz,Im Hofe
8.52091204477465,47.3807831323594,991,790,privater Brunnen,,Verteilnetz,
8.57489609639089,47.3525419677664,992,795,privater Brunnen,,Verteilnetz,beim Studentenheim
8.50863475530365,47.4085983744507,993,798,privater Brunnen,,Verteilnetz,
8.5158309500001,47.4126746602863,994,799,privater Brunnen,,Verteilnetz,
8.51294478091301,47.4216150309388,995,800.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,
8.51247970491864,47.421565219787,996,800.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,
8.53358390171186,47.3666059847738,997,801,privater Brunnen,,Verteilnetz,
8.57740610617523,47.3507973982395,998,802,privater Brunnen,,Verteilnetz,Verein Magdalenenheim
8.50544445796025,47.3232261235666,999,811,Brunnen mit eigener Versorgung,,Quellwasser,
8.53600519932522,47.3422741787222,1000,812,Brunnen mit eigener Versorgung,,Quellwasser,westlich Nr. 422 und 426
8.53267518195557,47.3538971189983,1001,813,privater Brunnen,,Verteilnetz,
8.52449252825164,47.3696422490643,1002,814,Brunnen in städtischer Liegenschaft,,Verteilnetz,Im Hofe der Brandwache
8.55476600908378,47.4004461945661,1003,816,Brunnen mit eigener Versorgung,,Quellwasser,
8.59657575803779,47.3565962610024,1004,821,Brunnen mit eigener Versorgung,,Quellwasser,
8.57317594256187,47.3724052982405,1005,827,Brunnen mit eigener Versorgung,,Quellwasser,Mitte Grand Hotel
8.59579816377848,47.3578993047897,1006,828,Brunnen mit eigener Versorgung,,Quellwasser,
8.57767073383717,47.357444325596,1007,832,Brunnen mit eigener Versorgung,,Quellwasser,
8.57977932048286,47.3567104526453,1008,833,Brunnen mit eigener Versorgung,,Quellwasser,
8.56458869437274,47.3492855955113,1009,839,privater Brunnen,,Verteilnetz,
8.48261667887046,47.3842124319042,1010,843,privater Brunnen,,Verteilnetz,
8.50085516525681,47.3987442546976,1011,848,Brunnen in städtischer Liegenschaft,,Verteilnetz,
8.48470154477723,47.4038875357996,1012,849,Brunnen in städtischer Liegenschaft,1730,Verteilnetz,
8.47858231351323,47.408547769428,1013,850,Brunnen mit eigener Versorgung,,Quellwasser,
8.5044954854917,47.3995792697951,1014,856,Brunnen in städtischer Liegenschaft,,Verteilnetz,
8.49666808431448,47.4040738006825,1015,859,privater Brunnen,,Verteilnetz,
8.48250593241537,47.4087635511579,1016,860,privater Brunnen,,Verteilnetz,
8.48483907090609,47.4094602734649,1017,861,Brunnen mit eigener Versorgung,,Quellwasser,
8.48051742126932,47.4112195907912,1018,863,Brunnen mit eigener Versorgung,1982,Quellwasser,
8.49503972448703,47.4034588392705,1019,865,Brunnen mit eigener Versorgung,,Quellwasser,
8.51267348477457,47.3984628047766,1020,868,privater Brunnen,,Quellwasser,
8.56631301262656,47.4024111392782,1021,869.1,Brunnen mit eigener Versorgung,,Quellwasser,
8.5663986243111,47.4022583225559,1022,869.2,Brunnen mit eigener Versorgung,,Quellwasser,
8.5790339427857,47.3981421285497,1023,872,Brunnen mit eigener Versorgung,,Quellwasser,
8.51945145221938,47.427951554633,1024,873,Brunnen mit eigener Versorgung,,Quellwasser,
8.53278560685778,47.3511995756835,1025,876,privater Brunnen,1803,Verteilnetz,
8.53607491685236,47.3923387927836,1026,877,privater Brunnen,1973,Verteilnetz,Karlsbrunnen
8.51213561894852,47.415489449742,1027,902,privater Brunnen,,Verteilnetz,St. Katherina-Kirche
8.50053982106319,47.4013341441514,1028,913,Brunnen in städtischer Liegenschaft,1989,Verteilnetz,
8.54910894015139,47.4142946229721,1029,914,privater Brunnen,,Verteilnetz,
8.54878965154782,47.3724158593855,1030,915,privater Brunnen,1170,Verteilnetz,Neptunbrunnen
8.54661587630785,47.4234066268246,1031,916,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Tennisplatz
8.54618808933491,47.3703041871127,1032,917,privater Brunnen,,Verteilnetz,
8.55085266184037,47.374505306218,1033,918.1,privater Brunnen,,Verteilnetz,Kantonsschul-Turnhalle
8.570614056076,47.3586192070143,1034,925,Brunnen in städtischer Liegenschaft,1863,Verteilnetz,bei Burgwies
8.58046286136157,47.4015217755994,1035,928.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Stettbach
8.58165538399525,47.4008603132876,1036,928.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Stettbach
8.54950347569352,47.3953916636631,1037,930,privater Brunnen,,Verteilnetz,
8.55140145596509,47.3651489090123,1038,934,Brunnen mit eigener Versorgung,,Quellwasser,
8.550267787071,47.3676445292895,1039,936.1,Brunnen mit eigener Versorgung,,Quellwasser,im Garten
8.55016447792608,47.3674954930378,1040,936.2,Brunnen mit eigener Versorgung,,Quellwasser,im Garten
8.48900056105393,47.4044558164076,1041,939,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergarten
8.49800563137161,47.4017390407177,1042,940,Brunnen mit eigener Versorgung,,Verteilnetz,
8.52875031263923,47.352009685126,1043,942,privater Brunnen,,Verteilnetz,"Im Hofe, Haus zur Asp"
8.54806313713199,47.4241235844341,1044,943.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach
8.54796567197693,47.4234144890589,1045,943.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach
8.54730589969906,47.4235889434431,1046,943.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach
8.48187681281178,47.3874534630846,1047,944,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus
8.48245565953736,47.3831144156409,1048,946,privater Brunnen,,Verteilnetz,
8.52740716267325,47.3946254809733,1049,948,privater Brunnen,,Verteilnetz,
8.54382170132184,47.4246116982543,1050,949.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freizeitanlage
8.54468580446797,47.4244170946522,1051,949.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freizeitanlage
8.52975549334751,47.3432312577381,1052,958,privater Brunnen,,Verteilnetz,
8.50437448663349,47.3670017225165,1053,959.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried
8.50566539897244,47.367233013295,1054,959.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried
8.50543082653144,47.367876783083,1055,959.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried
8.51457340867844,47.3724180104557,1056,963,privater Brunnen,,Verteilnetz,Kath. Schule
8.5105192761496,47.4140237299068,1057,964,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus
8.49931895547999,47.4040200541953,1058,965,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Vogtsrain
8.51286114622259,47.3581824958634,1059,968,Brunnen in städtischer Liegenschaft,,Verteilnetz,Altersheim
8.54482232026081,47.3704270795128,1060,969,privater Brunnen,1974,Quellwasser,
8.50281667620923,47.4010804107925,1061,972,privater Brunnen,1975,Verteilnetz,Kath. Kirchgemeindehaus
8.47321665633395,47.3799704640991,1062,974,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,beim Reservoir
8.52478008129715,47.4027666531651,1063,976,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,bei Reservoir
8.52667362216316,47.3342398069163,1064,977.1,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,"Krankenheim Entlisberg, beim Personalhaus"
8.52766440642001,47.3342144875269,1065,977.2,Brunnen in städtischer Liegenschaft,2004,Verteilnetz,"Krankenheim Entlisberg, beim Heimtrakt"
8.51751854965676,47.333025530041,1066,978,privater Brunnen,1974,Verteilnetz,Kath.Kirchenstiftung Maria Hilf
8.51616064443921,47.3268806246355,1067,979,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Schulhaus
8.50753258945253,47.4128616006821,1068,981,privater Brunnen,1969,Verteilnetz,Verwaltungsgebäude
8.55741557288094,47.3572287067168,1069,983.2,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,
8.55720422353055,47.3571751728126,1070,983.1,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,
8.55772058560597,47.3716480032692,1071,985,privater Brunnen,1976,Quellwasser,bei Kinderspital
8.52194421205867,47.3853617812349,1072,986.1,privater Brunnen,1975,Verteilnetz,
8.52190619044399,47.385037469196,1073,986.2,privater Brunnen,1975,Verteilnetz,
8.51075705622542,47.3536514146187,1074,988,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Wohnüberbauung
8.50467349880987,47.3600218923963,1075,991,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Schulhaus Borrweg
8.51696232620485,47.3992922091049,1076,994,Brunnen in städtischer Liegenschaft,,Verteilnetz,Krankenheim Käferberg
8.59362108510225,47.3999832581628,1077,995,Brunnen in städtischer Liegenschaft,1976,Verteilnetz,Krankenheim Mattenhof
8.51576138236358,47.3689315595009,1078,999.1,privater Brunnen,1976,Verteilnetz,Schulhäuser
8.57565245154624,47.3586555472022,1079,831,Brunnen mit eigener Versorgung,,Quellwasser,
8.52816993724909,47.3711977690009,1080,214.2,öffentlicher Brunnen,,Quellwasser,Zierbrunnen
8.54434833077794,47.4105908178327,1081,476.1,öffentlicher Brunnen,1977,Verteilnetz,Trinkbrunnen
8.54846356648818,47.3685891031701,1082,516.2,privater Brunnen,1909,Verteilnetz,Höhere Töchterschule
8.5374643930028,47.3411342580797,1083,544.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt Wollishofen
8.53756637824585,47.3409297342429,1084,544.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt Wollishofen
8.50335575775686,47.3680565380584,1085,563.2,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Küngenmatt
8.53348153667203,47.383430213458,1086,580.2,Brunnen in städtischer Liegenschaft,,Quellwasser,"Schulhaus Limmat, Im Hofe"
8.54028198902182,47.3847941357148,1087,587.1,Brunnen in städtischer Liegenschaft,,Quellwasser,Springbrunnen
8.54131382336973,47.3844767581971,1088,587.2,Brunnen in städtischer Liegenschaft,,Quellwasser,Springbrunnen
8.48156823092023,47.3801576766534,1089,632.2,Brunnen in städtischer Liegenschaft,1955,Verteilnetz,Schulhaus Untermoos
8.5412550464914,47.4080170920484,1090,653.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Gubel A und B
8.52315385458315,47.4116522052987,1091,666.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Käferholz
8.5287406585251,47.4106472879371,1092,675.1,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Kügeliloo
8.49922519155427,47.3792100580851,1093,700.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Letzigraben
8.50013302958726,47.3794791458176,1094,700.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Letzigraben
8.53988386820955,47.4043660205128,1095,702.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Allenmoos
8.5389348403396,47.4040070175259,1096,702.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Allenmoos
8.57053331311922,47.4083776408106,1097,703.1,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Freibad Auhof
8.57047225864527,47.4078103332388,1098,703.5,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Freibad Auhof
8.51644619821077,47.3685377602501,1099,999.2,privater Brunnen,1976,Verteilnetz,Kantonsschule Bühl B
8.50369424359284,47.3941714373154,1100,1014.1,Brunnen in städtischer Liegenschaft,1982,Verteilnetz,Tramstation Hardturm
8.60209236690702,47.362755189309,1101,1057.1,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,beim Friedhof
8.5371748359301,47.3791875616431,1102,1183.1,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof
8.53789496658057,47.3778714166383,1103,1183.16,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof
8.53810334962895,47.3779514780685,1104,1183.14,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof
8.54045798605532,47.3755072108366,1105,1249.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V
8.54048091670878,47.3754852058811,1106,1249.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V
8.54050424378391,47.3754631611588,1107,1249.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V
8.54052756931327,47.3754416831399,1108,1249.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V
8.53538457106235,47.3825316319371,1109,252.1,öffentlicher Brunnen,1930,Quellwasser,Springbrunnen
8.55215687618279,47.370104898289,1110,337,öffentlicher Brunnen,1910,Quellwasser,
8.53868655522139,47.3919982044475,1111,1220,öffentlicher Brunnen,2002,Verteilnetz,Schaffhauserstrasse vor 57
8.52526284556676,47.3786738578789,1112,238,öffentlicher Brunnen,1940,Quellwasser,vor dem Schulhaus Hohlstrasse
8.57389662970508,47.3851121372385,1113,758.1,privater Brunnen,1958,Verteilnetz,im Areal des Zoos
8.57326354115528,47.3869242436264,1114,758.2,privater Brunnen,1958,Verteilnetz,im Areal des Zoos
8.5745641286199,47.3866250486209,1115,758.3,privater Brunnen,1958,Verteilnetz,im Areal des Zoos
8.57449986052966,47.3863794378596,1116,758.4,privater Brunnen,,,
8.57446896009035,47.3862818742589,1117,758.5,privater Brunnen,,,
8.51795984562724,47.3998402566782,1118,1075,Brunnen in städtischer Liegenschaft,,Verteilnetz,oberhalb Stadtspital Waid
8.51232443128354,47.3817626546085,1119,1250,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,Berufswahlschule Hardau
8.48814151853983,47.3913054434985,1120,1251,öffentlicher Brunnen,2005,Quellwasser,Wassermauer
8.53898624692791,47.3733346830506,1121,759.1,privater Brunnen,1777,Quellwasser,
8.52760443011458,47.3412206393666,1122,6084,Notwasserbrunnen,2006,Quellwasser,
8.48964685252244,47.3992845342138,1123,1133,Brunnen in städtischer Liegenschaft,1988,Verteilnetz,
8.47130849236488,47.3984881795803,1124,1103,Brunnen in städtischer Liegenschaft,1985,Verteilnetz,Gutsbetrieb
8.4964151285332,47.3982469967986,1125,1024,Brunnen in städtischer Liegenschaft,1978,Verteilnetz,"Nordseite, Röhrenbrunnen"
8.49805111764596,47.396477282058,1126,1070,öffentlicher Brunnen,1982,Grundwasser,bei Garderobengebäude
8.5958015380916,47.3609964697956,1127,610.2,Brunnen in städtischer Liegenschaft,1967,Verteilnetz,Schulhaus Looren A
8.56802107765824,47.3491848306015,1128,747,privater Brunnen,,Verteilnetz,
8.6025711001787,47.3623159381354,1129,1057.2,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,beim Friedhof
8.50872280549687,47.3730991916254,1130,1104,Brunnen in städtischer Liegenschaft,1985,Verteilnetz,Friedhof Sihlfeld
8.50170548237773,47.3757891920685,1131,1232.1,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,hinter Gutstrasse 212
8.5018081527719,47.3756095059791,1132,1232.2,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,hinter Gutstrasse 212
8.50386532536216,47.3769643187685,1133,554.1,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50457487171044,47.3765474811461,1134,554.4,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50508126937106,47.3769558343909,1135,554.2,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50624441656978,47.3769249056838,1136,554.3,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50577790604188,47.3765547599058,1137,554.5,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50527208670281,47.376146269387,1138,554.6,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D
8.50849202608905,47.3768645963551,1139,553,Brunnen in städtischer Liegenschaft,1912,Verteilnetz,Friedhof Sihlfeld B
8.57209431459648,47.3834336150506,1140,606.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Fluntern
8.50876440640329,47.4244685728844,1141,671.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Affoltern
8.57530935093707,47.4026676720579,1142,683.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Schwamendingen
8.54306150323958,47.4170537037976,1143,6078,Notwasserbrunnen,1998,Quellwasser,
8.55080483503459,47.3663543526005,1144,1200,Brunnen in städtischer Liegenschaft,,Verteilnetz,
8.4869247419953,47.4080868082241,1145,1201.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedenhalden
8.4867550944347,47.4078878038991,1146,1201.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedenhalden
8.54678102843135,47.3699418685252,1147,1203,Brunnen in städtischer Liegenschaft,1913,Quellwasser,Villa Tobler
8.54638519827835,47.3702388539505,1148,1204,Brunnen in städtischer Liegenschaft,1913,Quellwasser,Villa Tobler
8.53721474090503,47.4149271582284,1149,1206,öffentlicher Brunnen,2001,Quellwasser,Wasserbalken
8.53671532219595,47.4145552726545,1150,1207,öffentlicher Brunnen,2001,Quellwasser,Trinkbrunnen Modell Bracher
8.53913309982662,47.4148983153473,1151,1208,öffentlicher Brunnen,2001,Quellwasser,Trinkbrunnen Modell Bracher
8.50405966149811,47.3721661404942,1152,1212,Brunnen in städtischer Liegenschaft,2001,Verteilnetz,Schulhaus Im Gut
8.53041083731747,47.3595154030376,1153,1213,Brunnen in städtischer Liegenschaft,2001,Verteilnetz,Villa Schönberg
8.48698914481098,47.3742691058468,1154,1223,privater Brunnen,2003,Verteilnetz,
8.53998901754357,47.3771741013189,1155,1230,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,Bahnhofpassage 1
8.52590451670633,47.3648467003264,1156,1237,Brunnen mit eigener Versorgung,2004,Grundwasser,Aqui-Brunnen
8.52679151154233,47.3665146905946,1157,1239,Brunnen mit eigener Versorgung,2004,Grundwasser,
8.53536522063503,47.3705169234528,1158,1241,privater Brunnen,2005,Verteilnetz,Hochhaus zur Schanze
8.52070497008647,47.3683621945348,1159,1242,Brunnen in städtischer Liegenschaft,2004,Verteilnetz,Heilpädagogische Hilfsschule
8.54076372796959,47.4160687298103,1160,1244,öffentlicher Brunnen,2005,Quellwasser,Trinkbrunnen. Ruedi Walterstrasse gegenüber 4
8.54118605992831,47.4151071188462,1161,1245,öffentlicher Brunnen,2005,Quellwasser,Planschbecken. Ruedi Walterstrasse gegenüber 4
8.54026311801598,47.4162143995453,1162,1247,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,"Margrit Rainerstr. 6/8, Ellen Widmanweg 20"
8.53964095563985,47.4152497725047,1163,1248,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,Schulhaus Im Birch
8.52996728162393,47.4053580222958,1164,585.5,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim
8.52847174369515,47.4075948877866,1165,585.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim
8.52957627382179,47.4069501291897,1166,585.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim
8.5286468917588,47.4069970094899,1167,585.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim
8.528971175491,47.4063849060808,1168,585.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim
8.52454906894339,47.3470620556432,1169,527.1,Brunnen in städtischer Liegenschaft,1938,Verteilnetz,
8.52387499613805,47.3440955631399,1170,527.3,Brunnen in städtischer Liegenschaft,1938,Verteilnetz,
8.52541218771177,47.3450674711754,1171,527.2,Brunnen in städtischer Liegenschaft,1938,Verteilnetz,
8.52384998132259,47.3455835857272,1172,527.4,Brunnen in städtischer Liegenschaft,1938,Verteilnetz,
8.57143544330085,47.3824840079382,1173,606.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Fluntern
8.54506019606021,47.389321744366,1174,1252,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,
8.55065776488076,47.3659283717187,1175,1253,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,Hohenbühlstrasse 15
8.5393606957971,47.365283654161,1176,1254,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,Wasserkugel
8.53529804024886,47.3696688333163,1177,518,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Schanzengraben
8.50139431379053,47.4017005180047,1178,641,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Bläsi
8.54560422574351,47.3780703872299,1179,695,Brunnen in städtischer Liegenschaft,,Verteilnetz,Bürgerasyl
8.56925620844597,47.3492732636078,1180,794,privater Brunnen,,Verteilnetz,Epileptische Anstalt
8.56286024030381,47.3560861618375,1181,834,Brunnen mit eigener Versorgung,,Quellwasser,
8.54809140273247,47.3764425569776,1182,919,privater Brunnen,,Verteilnetz,im Gebäude der ETH
8.56033535026121,47.3719765370381,1183,922,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Bungertwies
8.53733324920342,47.4134931602533,1184,1221,privater Brunnen,2002,Verteilnetz,
8.56913389137207,47.3675776547002,1185,820,Brunnen mit eigener Versorgung,,Quellwasser,
8.58556899544052,47.3584238244876,1186,924,privater Brunnen,,Verteilnetz,
8.52786409828868,47.3649511362263,1187,937,privater Brunnen,,Verteilnetz,Kantonsschule Freudenberg
8.47045815887974,47.386147181082,1188,880.1,Brunnen in städtischer Liegenschaft,1968,Verteilnetz,Friedhof Eichbühl
8.47057803886341,47.3838422828,1189,880.4,Brunnen in städtischer Liegenschaft,1968,Verteilnetz,Friedhof Eichbühl
8.47302445788471,47.3852028314998,1190,880.2,Brunnen in städtischer Liegenschaft,1968,Verteilnetz,Friedhof Eichbühl
8.47338299742137,47.3834286653125,1191,880.3,Brunnen in städtischer Liegenschaft,1968,Verteilnetz,Friedhof Eichbühl
8.47582333387016,47.3827405858581,1192,629,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Altstetten
8.55534822857913,47.4065323928155,1193,677,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Apfelbaum
8.58186759050456,47.3507625899608,1194,616.1,Brunnen in städtischer Liegenschaft,1935,Verteilnetz,Friedhof Enzenbühl
8.58144997572671,47.349206664788,1195,616.3,Brunnen in städtischer Liegenschaft,1935,Verteilnetz,Friedhof Enzenbühl
8.58255840768644,47.3495564161205,1196,616.2,Brunnen in städtischer Liegenschaft,1935,Verteilnetz,Friedhof Enzenbühl
8.53135229776092,47.4221095090086,1197,718,Brunnen des Verschönerungsvereins,1965,Verteilnetz,hinter Friedhof Schwandenholz
8.53282684726489,47.4217146700632,1198,656.6,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.5341177711227,47.422750605534,1199,656.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.53399164350543,47.4229836645516,1200,656.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.53485513591691,47.422897431026,1201,656.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.5347537144991,47.4225734123351,1202,656.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.53635674878834,47.4215440438964,1203,656.5,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Seebach
8.49250044401023,47.4096666976039,1204,643,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Hönggerberg
8.48109818329123,47.3793582216205,1205,628,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Albisrieden
8.50956866827013,47.4236201791187,1206,671.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Affoltern
8.51062487132266,47.4233498163629,1207,671.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Affoltern
8.52846190919179,47.4103245124682,1208,675.2,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Kügeliloo
8.50596427578487,47.3834249229224,1209,226,öffentlicher Brunnen,1909,Quellwasser,beim Sportplatz Letzigrund
8.53169519856187,47.3641465921348,1210,1255,öffentlicher Brunnen,2006,Quellwasser,
8.55283568218168,47.4145320947183,1211,6085,Notwasserbrunnen,2006,Quellwasser,
8.55943725652284,47.3616537443873,1212,618,Brunnen in städtischer Liegenschaft,1957,Quellwasser,Schulhaus Neumünsterstrasse
8.52606391011444,47.3756967906882,1213,1161,Brunnen in städtischer Liegenschaft,1991,Verteilnetz,Schulhaus-Pausenplatz
8.52264072362188,47.3594058841476,1214,1257,öffentlicher Brunnen,2006,Verteilnetz,
8.49812661873044,47.3963922706115,1215,1256,öffentlicher Brunnen,2007,Verteilnetz,Wasserspielplatz
8.49171361295149,47.3693338739614,1216,1258,öffentlicher Brunnen,2007,Quellwasser,
8.55602532382771,47.369553103725,1217,1259,öffentlicher Brunnen,2007,Quellwasser,Gemeindeplatz Hottingen
8.53734703746905,47.3604796728997,1218,1261,öffentlicher Brunnen,1998,Verteilnetz,Aquaretum
8.51276461585614,47.3349676773033,1219,1262,Brunnen des Verschönerungsvereins,2007,eigene Versorgung,Maneggweg
8.48684154403476,47.3960550024813,1220,1260,Brunnen in städtischer Liegenschaft,2007,Quellwasser,Überbauung Werdwies
